47.9647174,-122.99744575
47.96533,-122.997332
47.965634,-122.997279
47.965789,-122.997252
47.966741,-122.997078
47.967213,-122.996991
47.968836,-122.996693
47.969303,-122.996609
47.969737,-122.996523
47.970373,-122.996408
47.970534,-122.99638
47.970575,-122.996375
47.970611,-122.996376
47.970645,-122.996387
47.970662,-122.996396
47.97130102,-122.99625575
47.97202014,-122.9969665
47.97233843,-122.99726028
47.97264101,-122.99732662
47.972682,-122.99735
47.972709,-122.997378
47.972744,-122.997422
47.972824,-122.997547
47.972852,-122.997589
47.972881,-122.997629
47.97291,-122.997664
47.972937,-122.997684
47.97314,-122.997781
47.973466,-122.998028
47.973728,-122.998501
47.973774,-122.998662
47.973817,-122.99876
47.973873,-122.998788
47.973891,-122.998867
47.974186,-122.999018
47.974303,-122.998977
47.975149,-122.999344
47.975567,-122.99859
47.975577,-122.998519
47.975836,-122.998179
47.975905,-122.998249
47.975915,-122.998234
47.977299,-122.996262
47.977699,-122.995824
47.977912,-122.995634
47.978216,-122.995394
47.978375,-122.99523
47.978617,-122.995056
47.978881,-122.994931
47.979188,-122.994873
47.979245,-122.994916
47.979435,-122.994967
47.979719,-122.995012
47.979782,-122.995057
47.980231,-122.995381
47.980506,-122.995741
47.981015,-122.996312
47.981117,-122.996419
47.981299,-122.996629
47.981693,-122.997228
47.981779,-122.997399
47.981918,-122.9977
47.982052,-122.998018
47.982159,-122.998272
47.98225,-122.998779
47.982254,-122.998799
47.98226,-122.999194
47.982202,-122.99972
47.982143,-122.999808
47.982087,-122.999958
47.982009,-123.000097
47.982056,-123.000236
47.982032,-123.000413
47.981851,-123.00055
47.981645,-123.000741
47.981447,-123.000875
47.981184,-123.001001
47.981057,-123.001096
47.980951,-123.001202
47.980784,-123.001274
47.980581,-123.001312
47.980377,-123.001481
47.980163,-123.001631
47.98007,-123.001685
47.979796,-123.00183
47.979612,-123.001969
47.97946,-123.002052
47.979354,-123.002237
47.979303,-123.002283
47.979145,-123.002428
47.979082,-123.002517
47.979001,-123.002617
47.978869,-123.002892
47.978766,-123.003117
47.978624,-123.003314
47.978529,-123.003794
47.978432,-123.004277
47.978295,-123.004961
47.978242,-123.005228
47.978214,-123.005371
47.978188,-123.005511
47.978164,-123.005655
47.978143,-123.005793
47.978125,-123.005937
47.978109,-123.006077
47.978098,-123.006211
47.978094,-123.006339
47.978092,-123.006466
47.978092,-123.006612
47.978094,-123.006764
47.978102,-123.006922
47.978112,-123.007089
47.978127,-123.007241
47.978142,-123.00737
47.978161,-123.007502
47.978183,-123.007624
47.978213,-123.007772
47.978248,-123.00793
47.978282,-123.00807
47.978321,-123.008206
47.978363,-123.008342
47.978393,-123.008432
47.978417,-123.008503
47.978466,-123.008638
47.978521,-123.008774
47.978572,-123.008895
47.978622,-123.009007
47.97867,-123.009108
47.978718,-123.009201
47.97863,-123.009301
47.978523,-123.009397
47.978446,-123.009521
47.978449,-123.00956
47.978433,-123.009597
47.978394,-123.009645
47.978353,-123.009687
47.978311,-123.009719
47.978258,-123.00977
47.978221,-123.009818
47.978188,-123.009863
47.978168,-123.009923
47.978161,-123.009974
47.978142,-123.010042
47.978086,-123.010221
47.978035,-123.010372
47.977961,-123.010532
47.97787,-123.010728
47.977787,-123.010884
47.977575,-123.01128
47.977531,-123.011348
47.977477,-123.011402
47.977405,-123.011439
47.977345,-123.011479
47.977236,-123.011539
47.977092,-123.011589
47.976967,-123.011628
47.976909,-123.011651
47.976857,-123.011667
47.976784,-123.011675
47.976669,-123.011692
47.976587,-123.011709
47.976522,-123.011731
47.976429,-123.011747
47.976394,-123.011757
47.976363,-123.011749
47.976334,-123.011732
47.976311,-123.011731
47.976206,-123.011744
47.976107,-123.011747
47.976005,-123.011735
47.975892,-123.0117
47.975761,-123.011651
47.975656,-123.011609
47.97549,-123.011552
47.975403,-123.011521
47.975292,-123.011443
47.975176,-123.011347
47.97506,-123.011261
47.974915,-123.011141
47.974703,-123.010967
47.974541,-123.010841
47.974434,-123.010744
47.974368,-123.010671
47.974306,-123.0106
47.974266,-123.010566
47.974249,-123.010552
47.974186,-123.010481
47.974124,-123.010404
47.974072,-123.010359
