47.60787568,-122.36445329
47.60791,-122.364421
47.607883,-122.36426
47.607894,-122.363746
47.608042,-122.363755
47.608467,-122.363781
47.608588,-122.363781
47.608754,-122.36378
47.609011,-122.363703
47.609225,-122.363641
47.609247,-122.363635
47.609861,-122.36342
47.610394,-122.363287
47.6104,-122.363336
47.610423,-122.363538
47.610471,-122.363792
47.610531,-122.363955
47.610596,-122.36413
47.610643,-122.364219
47.610678,-122.364284
47.610724,-122.364359
47.61091,-122.364232
47.611022,-122.364161
47.61106,-122.364144
47.611093,-122.364131
47.611136,-122.364123
47.611172,-122.364119
47.611223,-122.364118
47.61127,-122.364121
47.611559,-122.364161
47.611642,-122.364195
47.611704,-122.364236
47.611999,-122.364504
47.612356,-122.36409
47.612406,-122.364029
47.612547,-122.36387
47.612607,-122.363815
47.61266,-122.36377
47.612724,-122.363726
47.613138,-122.363448
47.613183,-122.363513
47.613261,-122.363625
47.613356,-122.363761
47.613494,-122.363957
47.613637,-122.364162
47.613972,-122.364605
47.614505,-122.364252
47.614538,-122.3643
47.614505,-122.364252
47.61389,-122.363386
47.613824,-122.363311
47.61389,-122.363386
47.613951,-122.363289
47.614322,-122.363444
47.614417,-122.363302
47.61441,-122.363294
47.61432,-122.363143
47.614174,-122.36253
47.614222,-122.36252
47.614281,-122.362773
47.614315,-122.362928
47.614375,-122.363118
47.614471,-122.363265
47.61458,-122.363396
47.61471,-122.363495
47.614865,-122.363564
47.615194,-122.363651
47.615223,-122.363659
47.615593,-122.363706
47.615748,-122.363729
47.615758,-122.36366
47.615764,-122.363624
47.615769,-122.363593
47.615655,-122.363351
47.61603,-122.361385
47.616138,-122.360835
47.616215,-122.360936
47.61642,-122.361206
47.616455,-122.36118
47.616248,-122.360908
47.616574,-122.360631
47.616811,-122.360933
47.616834,-122.360915
47.616595,-122.360614
47.616268,-122.360201
47.616348,-122.359822
47.616392,-122.359612
47.616396,-122.359596
47.616469,-122.35926
47.616545,-122.359042
47.616651,-122.358817
47.616772,-122.358605
47.616922,-122.35842
47.619488,-122.355804
47.619491,-122.355761
47.619648,-122.355602
47.619841,-122.355674
47.619784,-122.355724
47.619766,-122.355704
47.619733,-122.355719
47.619316,-122.355299
47.619275,-122.355258
47.619112,-122.355093
47.619163,-122.355039
47.619559,-122.354635
47.619542,-122.354618
47.619658,-122.354492
47.619665,-122.354464
47.619664,-122.35444
47.619648,-122.354415
47.620111,-122.354081
47.620238,-122.354032
47.620371,-122.353999
47.620547,-122.35395
47.620706,-122.35386
47.620914,-122.353699
47.621014,-122.353595
47.621073,-122.353534
47.621331,-122.353282
47.621556,-122.352965
47.621753,-122.352634
47.621981,-122.35231
47.622028,-122.352247
47.622631,-122.351443
47.622838,-122.351622
47.623112,-122.351811
47.62328,-122.351646
47.62449,-122.350429
47.624664,-122.350283
47.624677,-122.350299
47.624803,-122.350426
47.624823,-122.350445
47.624968,-122.350303
47.625208,-122.350007
47.627512,-122.346294
